time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,999.875,1214.0,1331.875,1792.25,1875.75,1802.5,570.375,1782.125,1547.0,1732.625,33.32,39.36
0.1,999.75,1213.75,1331.75,1792.125,1875.625,1802.625,570.25,1781.875,1546.875,1732.5,33.3,39.37
0.2,999.625,1213.625,1331.75,1792.0,1875.5,1802.5,570.125,1781.625,1546.75,1732.375,33.3,39.38
0.3,999.625,1213.25,1331.75,1791.75,1875.375,1802.5,569.875,1781.25,1546.75,1732.375,33.33,39.36
0.4,999.5,1213.25,1331.625,1791.625,1875.375,1802.5,569.75,1781.125,1546.5,1732.25,33.32,39.31
0.5,999.375,1212.875,1331.625,1791.375,1875.25,1802.375,569.625,1780.75,1546.5,1732.25,33.3,39.31
0.6,999.25,1212.625,1331.5,1791.125,1875.125,1802.125,569.5,1780.375,1546.375,1732.125,33.32,39.34
0.7,999.125,1212.5,1331.375,1791.125,1875.125,1802.0,569.375,1780.125,1546.25,1732.0,33.32,39.31
0.8,999.0,1212.25,1331.5,1790.875,1875.0,1802.0,569.125,1779.875,1546.125,1732.0,33.3,39.37
0.9,998.875,1212.125,1331.375,1790.75,1874.875,1802.0,569.0,1779.625,1546.0,1732.0,33.3,39.26
1.0,998.875,1211.75,1331.25,1790.5,1874.75,1802.0,568.875,1779.375,1546.0,1731.875,33.33,39.36
1.1,998.75,1211.5,1331.375,1790.375,1874.75,1802.0,568.75,1779.0,1545.875,1731.75,33.33,39.3
1.2,998.625,1211.375,1331.25,1790.25,1874.625,1802.0,568.625,1778.75,1545.75,1731.75,33.33,39.29
1.3,998.5,1211.125,1331.25,1790.0,1874.625,1802.0,568.375,1778.375,1545.625,1731.625,33.33,39.24
1.4,998.375,1210.875,1331.25,1789.875,1874.5,1802.0,568.25,1778.125,1545.5,1731.625,33.33,39.24
1.5,998.25,1210.75,1331.125,1789.75,1874.375,1802.0,568.125,1777.875,1545.375,1731.5,33.33,39.24
1.6,998.25,1210.375,1331.125,1789.5,1874.25,1802.0,567.875,1777.625,1545.375,1731.5,33.33,39.26
1.7,998.0,1210.25,1331.125,1789.375,1874.25,1802.0,567.875,1777.375,1545.25,1731.5,33.32,39.26
1.8,998.0,1210.0,1331.0,1789.125,1874.125,1802.0,567.625,1777.125,1545.25,1731.375,33.33,39.26
1.9,997.875,1209.75,1331.0,1789.0,1874.125,1802.0,567.5,1776.875,1545.0,1731.375,33.32,39.33
2.0,997.625,1209.625,1330.875,1788.875,1874.125,1802.0,567.375,1776.625,1545.0,1731.25,33.32,39.27
2.1,997.625,1209.25,1330.875,1788.5,1873.875,1802.125,567.125,1776.25,1545.0,1731.25,33.32,39.26
2.2,997.375,1209.125,1330.75,1788.375,1873.875,1802.125,567.125,1776.0,1544.875,1731.25,33.33,39.22
2.3,997.375,1208.75,1330.625,1788.125,1873.75,1802.375,566.875,1775.75,1544.875,1731.125,33.32,39.21
2.4,997.25,1208.5,1330.625,1788.0,1873.625,1802.5,566.75,1775.625,1544.75,1731.125,33.32,39.23
2.5,997.0,1208.375,1330.5,1787.875,1873.5,1803.125,566.75,1775.375,1544.75,1731.125,33.33,39.23
2.6,996.875,1208.25,1330.5,1787.75,1873.5,1804.5,566.5,1775.125,1544.875,1731.25,33.33,39.22
2.7,996.75,1208.5,1330.5,1787.75,1873.5,1806.375,566.375,1775.125,1545.0,1731.375,33.34,39.22
2.8,996.625,1209.125,1330.375,1787.875,1873.5,1808.75,566.375,1775.125,1545.5,1731.875,33.33,39.24
2.9,996.625,1210.0,1330.375,1788.0,1873.5,1811.625,566.375,1775.5,1546.125,1732.75,33.33,39.24
3.0,996.5,1211.5,1330.25,1788.125,1873.75,1814.875,566.25,1776.0,1547.25,1734.0,33.33,39.29
3.1,996.5,1213.375,1330.25,1788.5,1874.0,1818.625,566.25,1776.875,1548.875,1735.625,33.3,39.32
3.2,996.5,1216.0,1330.25,1789.125,1874.5,1822.375,566.5,1778.125,1551.25,1737.75,33.36,39.39
3.3,996.5,1219.375,1330.125,1789.75,1875.125,1826.625,566.5,1779.625,1554.5,1740.25,33.33,39.46
3.4,996.625,1223.125,1330.125,1790.625,1875.875,1830.875,566.625,1781.5,1558.75,1743.25,33.32,39.54
3.5,996.875,1227.875,1330.125,1791.5,1877.0,1835.375,566.875,1783.875,1563.875,1746.5,33.33,39.68
3.6,997.125,1233.25,1330.125,1792.5,1878.125,1840.125,567.0,1786.625,1570.25,1750.125,33.32,39.75
3.7,997.625,1239.375,1330.125,1793.625,1879.5,1844.75,567.25,1789.75,1577.5,1754.25,33.34,39.91
3.8,998.0,1246.25,1330.125,1795.0,1881.125,1849.5,567.625,1793.25,1585.625,1758.625,33.34,39.99
3.9,998.625,1253.625,1330.125,1796.375,1882.75,1854.25,567.875,1797.125,1594.5,1763.25,33.36,40.14
4.0,999.25,1262.125,1330.25,1798.125,1884.625,1858.875,568.25,1801.375,1604.125,1768.125,33.33,40.25
4.1,1000.0,1271.0,1330.25,1799.875,1886.625,1863.625,568.5,1805.875,1614.375,1773.375,33.33,40.43
4.2,1001.0,1280.625,1330.375,1801.75,1888.625,1868.125,569.0,1810.75,1625.125,1778.75,33.32,40.61
4.3,1002.0,1291.125,1330.375,1803.75,1890.875,1872.5,569.25,1816.0,1636.625,1784.375,33.36,40.72
4.4,1003.125,1302.0,1330.375,1805.75,1893.125,1876.875,569.625,1821.625,1648.625,1790.125,33.33,40.85
4.5,1004.25,1313.625,1330.5,1808.0,1895.5,1881.0,570.0,1827.5,1660.75,1796.125,33.34,41.05
4.6,1005.5,1325.75,1330.5,1810.375,1898.0,1885.25,570.5,1833.75,1673.625,1802.25,33.34,41.21
4.7,1007.0,1338.5,1330.625,1812.75,1900.5,1889.5,570.75,1840.25,1686.75,1808.375,33.32,41.38
4.8,1008.5,1351.875,1330.75,1815.375,1903.0,1893.25,571.125,1847.0,1700.0,1814.625,33.34,41.56
4.9,1010.0,1365.5,1330.875,1817.875,1905.75,1897.0,571.5,1854.0,1713.75,1820.875,33.34,41.68
5.0,1011.875,1379.875,1331.0,1820.625,1908.375,1900.625,572.0,1861.25,1727.625,1827.125,33.34,41.89
5.1,1013.625,1394.375,1331.0,1823.625,1911.125,1903.875,572.375,1868.75,1741.625,1833.125,33.33,42.04
5.2,1015.625,1409.375,1331.125,1826.5,1913.875,1907.25,572.875,1876.25,1756.0,1839.25,33.34,42.2
5.3,1017.625,1424.875,1331.25,1829.5,1916.75,1910.375,573.25,1884.25,1770.375,1845.25,33.33,42.41
5.4,1019.625,1440.5,1331.375,1832.625,1919.5,1913.5,573.75,1892.125,1784.75,1851.125,33.33,42.55
5.5,1021.875,1456.375,1331.5,1835.75,1922.25,1916.375,574.125,1900.25,1799.125,1857.0,33.33,42.72
5.6,1024.125,1472.75,1331.625,1839.0,1925.0,1919.125,574.5,1908.5,1813.375,1862.75,33.33,42.86
5.7,1026.5,1489.0,1331.75,1842.25,1927.75,1921.875,574.875,1916.875,1827.5,1868.375,33.34,43.06
5.8,1029.0,1505.75,1331.875,1845.625,1930.625,1924.5,575.25,1925.375,1841.375,1874.0,33.34,43.22
5.9,1031.5,1522.625,1332.0,1849.125,1933.375,1927.125,575.75,1933.875,1855.25,1879.375,33.34,43.39
6.0,1034.25,1539.25,1332.25,1852.625,1936.125,1929.625,576.125,1942.5,1868.75,1884.625,33.33,43.54
6.1,1036.75,1556.5,1332.375,1856.125,1938.875,1932.0,576.5,1951.25,1882.25,1889.875,33.34,43.7
6.2,1039.625,1573.625,1332.375,1859.75,1941.5,1934.25,576.875,1960.125,1895.5,1894.875,33.33,43.85
6.3,1042.5,1590.625,1332.625,1863.375,1944.125,1936.5,577.375,1969.125,1908.375,1899.875,33.33,43.95
6.4,1045.25,1607.875,1332.625,1867.125,1946.875,1938.625,577.75,1978.0,1921.25,1904.625,33.34,44.11
6.5,1048.25,1624.875,1332.875,1870.875,1949.5,1940.75,578.0,1987.125,1934.0,1909.375,33.33,44.29
6.6,1051.25,1641.875,1333.0,1874.625,1952.0,1942.5,578.5,1996.25,1946.375,1914.0,33.33,44.42
6.7,1054.25,1658.875,1333.125,1878.375,1954.5,1944.5,578.875,2005.375,1958.75,1918.375,33.34,44.57
6.8,1057.375,1675.5,1333.25,1882.125,1957.0,1946.5,579.25,2014.375,1970.75,1922.75,33.33,44.71
6.9,1060.375,1692.375,1333.375,1886.125,1959.375,1948.375,579.625,2023.75,1982.625,1927.0,33.36,44.83
7.0,1063.625,1709.0,1333.5,1890.0,1961.875,1950.25,580.0,2033.0,1994.375,1931.125,33.34,44.96
7.1,1066.75,1725.25,1333.75,1893.75,1964.25,1951.875,580.375,2042.25,2005.75,1935.25,33.33,45.08
7.2,1070.0,1741.625,1333.875,1897.75,1966.5,1953.375,580.625,2051.375,2017.0,1939.125,33.32,45.22
