time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1836.875,2017.75,2279.875,2151.875,2431.0,1906.75,511.75,2430.5,1722.625,1564.375,36.77,47.43
0.1,1836.75,2017.625,2279.75,2151.875,2430.875,1906.5,511.625,2430.375,1722.5,1564.25,36.77,47.42
0.2,1836.75,2017.625,2279.875,2152.0,2430.875,1906.375,511.5,2430.25,1722.375,1564.125,36.77,47.44
0.3,1836.625,2017.5,2279.875,2151.875,2430.875,1906.25,511.5,2430.125,1722.25,1564.0,36.77,47.42
0.4,1836.625,2017.25,2279.875,2151.75,2430.875,1906.125,511.5,2430.0,1722.25,1563.875,36.77,47.42
0.5,1836.5,2017.25,2279.875,2151.75,2430.875,1906.0,511.5,2429.875,1722.25,1563.625,36.77,47.43
0.6,1836.5,2017.0,2280.0,2151.75,2430.75,1905.875,511.375,2429.75,1722.125,1563.5,36.78,47.44
0.7,1836.5,2016.875,2280.0,2151.625,2430.75,1905.75,511.25,2429.5,1722.0,1563.375,36.78,47.44
0.8,1836.375,2016.75,2280.0,2151.625,2430.625,1905.625,511.25,2429.375,1721.875,1563.125,36.77,47.44
0.9,1836.375,2016.5,2280.0,2151.5,2430.625,1905.5,511.125,2429.25,1721.75,1563.0,36.78,47.39
1.0,1836.25,2016.5,2279.875,2151.375,2430.625,1905.25,511.125,2429.125,1721.625,1562.75,36.77,47.42
1.1,1836.125,2016.25,2279.875,2151.375,2430.5,1905.0,511.0,2428.875,1721.375,1562.5,36.78,47.41
1.2,1836.0,2016.0,2279.875,2151.25,2430.5,1904.875,511.0,2428.625,1721.375,1562.25,36.77,47.39
1.3,1836.0,2015.75,2279.875,2151.125,2430.5,1904.75,510.875,2428.5,1721.25,1562.0,36.8,47.38
1.4,1835.875,2015.5,2279.875,2151.0,2430.375,1904.625,510.875,2428.25,1721.0,1561.75,36.78,47.39
1.5,1835.875,2015.25,2280.0,2150.875,2430.25,1904.375,510.75,2428.0,1720.875,1561.5,36.78,47.41
