time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1167.625,1296.875,1645.0,1929.25,2015.5,1922.5,546.375,1950.375,1594.0,1855.0,37.46,47.12
0.1,1167.75,1296.875,1645.125,1929.25,2015.5,1922.625,546.25,1950.5,1594.0,1855.125,37.43,47.19
0.2,1167.75,1297.125,1645.0,1929.375,2015.5,1922.5,546.25,1950.75,1594.0,1855.25,37.42,47.16
0.3,1167.75,1297.125,1645.0,1929.25,2015.5,1922.625,546.125,1950.75,1594.125,1855.25,37.44,47.15
0.4,1167.875,1297.25,1645.0,1929.25,2015.5,1922.625,546.125,1950.875,1594.125,1855.375,37.44,47.19
0.5,1167.75,1297.375,1645.0,1929.375,2015.5,1922.625,546.0,1951.0,1594.125,1855.375,37.43,47.16
0.6,1168.0,1297.375,1645.0,1929.375,2015.625,1922.625,546.0,1951.0,1594.25,1855.375,37.43,47.12
0.7,1167.875,1297.625,1644.875,1929.375,2015.5,1922.625,546.0,1951.125,1594.125,1855.5,37.44,47.14
0.8,1168.0,1297.625,1644.875,1929.375,2015.625,1922.75,545.875,1951.25,1594.25,1855.5,37.43,47.15
0.9,1168.0,1297.75,1645.0,1929.375,2015.625,1922.75,545.75,1951.25,1594.25,1855.5,37.43,47.15
1.0,1168.0,1297.75,1644.875,1929.375,2015.625,1922.75,545.75,1951.375,1594.25,1855.5,37.46,47.16
1.1,1168.125,1297.875,1644.875,1929.5,2015.625,1922.75,545.625,1951.5,1594.375,1855.625,37.46,47.16
1.2,1168.125,1298.125,1644.875,1929.5,2015.625,1922.75,545.625,1951.5,1594.25,1855.625,37.46,47.16
1.3,1168.125,1298.0,1644.875,1929.5,2015.75,1922.75,545.625,1951.625,1594.375,1855.625,37.44,47.17
1.4,1168.125,1298.125,1644.875,1929.625,2015.75,1922.625,545.5,1951.625,1594.25,1855.625,37.44,47.16
1.5,1168.125,1298.25,1644.75,1929.5,2015.75,1922.75,545.5,1951.75,1594.375,1855.75,37.44,47.14
1.6,1168.25,1298.375,1644.875,1929.5,2015.75,1922.625,545.5,1951.75,1594.375,1855.75,37.46,47.16
1.7,1168.25,1298.5,1644.75,1929.625,2015.75,1922.75,545.375,1951.875,1594.375,1855.75,37.44,47.16
1.8,1168.375,1298.5,1644.75,1929.625,2015.75,1922.75,545.25,1951.875,1594.375,1855.75,37.47,47.1
1.9,1168.375,1298.75,1644.75,1929.625,2015.75,1922.75,545.375,1952.0,1594.375,1855.875,37.46,47.15
2.0,1168.375,1298.625,1644.625,1929.5,2015.75,1922.75,545.25,1952.0,1594.5,1855.875,37.44,47.15
2.1,1168.375,1298.75,1644.625,1929.625,2015.75,1922.625,545.25,1952.0,1594.375,1855.875,37.46,47.19
2.2,1168.25,1298.75,1644.625,1929.5,2015.75,1922.625,545.125,1952.125,1594.375,1855.875,37.44,47.15
2.3,1168.375,1298.75,1644.625,1929.5,2015.75,1922.75,545.0,1952.125,1594.5,1856.0,37.46,47.16
2.4,1168.25,1298.875,1644.625,1929.5,2015.75,1923.0,545.0,1952.25,1594.5,1856.0,37.46,47.12
2.5,1168.25,1298.875,1644.5,1929.75,2015.75,1923.625,544.875,1952.375,1594.625,1856.0,37.44,47.14
2.6,1168.375,1299.25,1644.5,1930.125,2015.75,1924.75,544.875,1952.75,1594.875,1856.25,37.47,47.08
2.7,1168.25,1299.75,1644.375,1930.75,2015.875,1926.375,544.875,1953.5,1595.375,1856.75,37.46,47.14
2.8,1168.375,1300.625,1644.375,1931.625,2015.875,1928.75,545.0,1954.625,1596.25,1857.75,37.47,47.15
2.9,1168.375,1302.25,1644.375,1932.75,2016.125,1931.375,545.125,1956.5,1597.375,1859.25,37.44,47.2
3.0,1168.5,1304.25,1644.25,1934.125,2016.625,1934.625,545.25,1959.0,1599.25,1861.5,37.5,47.19
3.1,1168.75,1307.125,1644.375,1936.0,2017.125,1938.125,545.625,1962.375,1601.625,1864.5,37.44,47.2
3.2,1169.125,1310.75,1644.25,1938.0,2017.75,1941.75,546.125,1966.375,1605.125,1868.0,37.46,47.28
