time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1026.625,1143.5,1325.0,1817.875,1888.625,1807.625,499.5,1835.375,1492.625,1739.5,31.8,44.35
0.1,1026.5,1143.25,1325.0,1817.75,1888.5,1807.5,499.5,1835.125,1492.625,1739.5,31.84,44.34
0.2,1026.375,1143.125,1325.0,1817.625,1888.5,1807.5,499.5,1835.125,1492.5,1739.5,31.84,44.32
0.3,1026.375,1143.0,1324.875,1817.5,1888.375,1807.5,499.5,1834.75,1492.375,1739.5,31.83,44.32
0.4,1026.375,1142.875,1325.0,1817.5,1888.25,1807.5,499.5,1834.625,1492.375,1739.375,31.83,44.3
0.5,1026.125,1142.75,1324.875,1817.5,1888.25,1807.5,499.5,1834.5,1492.25,1739.375,31.81,44.32
0.6,1026.125,1142.625,1324.875,1817.25,1888.125,1807.5,499.5,1834.25,1492.25,1739.375,31.84,44.32
0.7,1026.125,1142.5,1324.875,1817.125,1888.0,1807.5,499.5,1834.125,1492.125,1739.375,31.83,44.28
0.8,1026.0,1142.375,1324.75,1817.125,1888.0,1807.5,499.375,1833.875,1492.125,1739.375,31.84,44.31
0.9,1026.0,1142.25,1324.875,1817.0,1887.875,1807.625,499.375,1833.625,1492.125,1739.25,31.84,44.28
1.0,1025.875,1142.125,1324.75,1816.875,1887.875,1807.625,499.5,1833.5,1491.875,1739.25,31.86,44.3
1.1,1025.75,1142.0,1324.75,1816.75,1887.75,1807.625,499.375,1833.375,1491.875,1739.25,31.84,44.27
1.2,1025.875,1141.875,1324.75,1816.625,1887.625,1807.75,499.5,1833.125,1491.875,1739.25,31.84,44.27
1.3,1025.625,1141.75,1324.75,1816.625,1887.625,1807.75,499.375,1833.125,1491.75,1739.25,31.83,44.23
1.4,1025.625,1141.625,1324.75,1816.5,1887.625,1807.875,499.375,1832.875,1491.75,1739.25,31.84,44.2
1.5,1025.5,1141.5,1324.75,1816.5,1887.5,1807.875,499.375,1832.75,1491.625,1739.125,31.86,44.27
1.6,1025.375,1141.5,1324.75,1816.375,1887.5,1808.0,499.25,1832.625,1491.5,1739.125,31.86,44.26
1.7,1025.375,1141.25,1324.75,1816.25,1887.5,1808.125,499.25,1832.375,1491.625,1739.125,31.84,44.23
1.8,1025.375,1141.25,1324.75,1816.25,1887.5,1808.125,499.125,1832.25,1491.375,1739.125,31.86,44.25
1.9,1025.375,1141.0,1324.625,1816.125,1887.375,1808.375,499.25,1832.125,1491.375,1739.125,31.86,44.23
2.0,1025.25,1140.875,1324.625,1816.0,1887.375,1808.5,499.25,1831.875,1491.375,1739.125,31.86,44.23
2.1,1025.125,1140.75,1324.5,1815.875,1887.375,1808.75,499.25,1831.625,1491.25,1739.125,31.86,44.21
2.2,1025.0,1140.5,1324.5,1815.75,1887.375,1809.0,499.25,1831.5,1491.375,1739.125,31.84,44.23
2.3,1024.875,1140.375,1324.5,1815.625,1887.25,1809.375,499.25,1831.375,1491.25,1739.125,31.86,44.27
2.4,1024.875,1140.25,1324.375,1815.5,1887.25,1809.625,499.25,1831.375,1491.25,1739.25,31.86,44.26
2.5,1024.75,1140.0,1324.375,1815.375,1887.25,1810.125,499.25,1831.125,1491.375,1739.25,31.86,44.23
2.6,1024.625,1140.0,1324.25,1815.25,1887.25,1810.5,499.25,1831.25,1491.375,1739.25,31.84,44.25
2.7,1024.625,1140.125,1324.25,1815.25,1887.25,1811.25,499.375,1831.25,1491.5,1739.5,31.84,44.28
2.8,1024.5,1140.375,1324.25,1815.125,1887.375,1812.125,499.5,1831.375,1491.75,1739.75,31.86,44.26
2.9,1024.375,1141.0,1324.125,1815.25,1887.5,1813.25,499.5,1831.5,1492.25,1740.125,31.84,44.34
3.0,1024.5,1142.0,1324.125,1815.25,1887.5,1814.5,499.625,1832.0,1493.0,1740.875,31.84,44.3
3.1,1024.5,1143.5,1324.125,1815.375,1887.625,1815.875,499.5,1832.625,1494.125,1741.875,31.83,44.32
3.2,1024.375,1145.5,1324.0,1815.625,1887.875,1817.375,499.5,1833.5,1495.875,1743.125,31.84,44.39
