time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1603.875,1150.375,1671.0,2031.25,1941.5,1681.125,576.75,2231.625,2035.75,1685.25,30.44,51.27
0.1,1603.875,1150.5,1671.0,2031.25,1941.625,1681.125,576.625,2231.5,2035.5,1685.25,30.46,51.29
0.2,1603.875,1150.5,1671.0,2031.25,1941.75,1681.0,576.75,2231.5,2035.5,1685.125,30.48,51.3
0.3,1603.875,1150.5,1671.0,2031.25,1941.625,1681.125,576.5,2231.5,2035.5,1685.125,30.5,51.28
0.4,1603.875,1150.5,1671.0,2031.25,1941.625,1681.0,576.625,2231.5,2035.5,1685.25,30.48,51.26
0.5,1603.875,1150.5,1671.0,2031.375,1941.75,1681.0,576.75,2231.375,2035.375,1685.25,30.5,51.28
0.6,1603.875,1150.375,1671.0,2031.25,1941.625,1681.0,576.5,2231.375,2035.375,1685.125,30.47,51.27
0.7,1603.875,1150.375,1671.0,2031.25,1941.75,1681.0,576.5,2231.375,2035.375,1685.25,30.47,51.3
0.8,1603.75,1150.5,1671.0,2031.25,1941.75,1680.875,576.625,2231.375,2035.25,1685.125,30.47,51.31
0.9,1603.875,1150.375,1670.875,2031.25,1941.75,1681.0,576.5,2231.25,2035.25,1685.125,30.47,51.31
1.0,1603.875,1150.375,1671.0,2031.25,1941.625,1681.0,576.5,2231.25,2035.125,1685.125,30.48,51.29
1.1,1603.875,1150.5,1671.0,2031.25,1941.75,1680.875,576.5,2231.25,2035.125,1685.125,30.48,51.3
1.2,1603.75,1150.375,1670.875,2031.25,1941.75,1680.875,576.375,2231.25,2035.125,1685.125,30.48,51.29
1.3,1603.75,1150.375,1671.0,2031.25,1941.625,1680.875,576.5,2231.25,2035.125,1685.125,30.51,51.3
1.4,1603.75,1150.375,1670.875,2031.25,1941.75,1680.75,576.375,2231.125,2035.0,1685.125,30.48,51.29
1.5,1603.75,1150.375,1670.875,2031.25,1941.75,1680.75,576.375,2231.125,2035.125,1685.0,30.48,51.29
1.6,1603.75,1150.25,1671.0,2031.125,1941.625,1680.75,576.375,2231.0,2035.0,1685.125,30.47,51.3
1.7,1603.75,1150.25,1671.0,2031.25,1941.75,1680.625,576.375,2231.0,2034.875,1685.125,30.51,51.29
1.8,1603.75,1150.25,1670.875,2031.125,1941.625,1680.625,576.375,2231.0,2034.875,1685.0,30.48,51.26
1.9,1603.75,1150.125,1670.875,2031.125,1941.625,1680.625,576.375,2230.875,2034.875,1685.0,30.48,51.28
2.0,1603.75,1150.25,1670.875,2031.125,1941.625,1680.5,576.25,2230.875,2034.75,1685.0,30.53,51.24
2.1,1603.75,1150.25,1670.875,2031.125,1941.75,1680.5,576.25,2230.875,2034.75,1685.0,30.46,51.25
2.2,1603.75,1150.125,1670.875,2031.0,1941.625,1680.5,576.125,2230.75,2034.75,1685.125,30.48,51.26
2.3,1603.75,1150.125,1670.875,2031.125,1941.625,1680.5,576.125,2230.75,2034.75,1685.125,30.48,51.21
2.4,1603.625,1150.125,1670.75,2031.0,1941.625,1680.5,576.125,2230.75,2034.75,1685.0,30.48,51.21
2.5,1603.625,1150.0,1670.75,2030.875,1941.5,1680.75,576.125,2230.625,2034.75,1685.0,30.5,51.24
2.6,1603.625,1150.0,1670.75,2031.0,1941.625,1681.25,576.125,2230.625,2034.75,1685.125,30.51,51.23
2.7,1603.625,1150.0,1670.625,2031.25,1941.625,1682.375,576.25,2230.75,2035.0,1685.125,30.48,51.23
2.8,1603.625,1150.25,1670.625,2031.375,1941.625,1684.25,576.0,2230.875,2036.0,1685.625,30.53,51.24
2.9,1603.625,1151.0,1670.75,2031.875,1941.875,1687.0,576.25,2231.25,2037.75,1686.625,30.48,51.21
3.0,1603.625,1152.75,1670.625,2032.625,1942.25,1690.5,576.25,2232.125,2040.5,1688.625,30.5,51.25
3.1,1603.625,1155.375,1670.625,2033.5,1942.875,1695.25,576.75,2233.5,2044.75,1692.0,30.51,51.19
3.2,1603.875,1159.25,1670.75,2034.625,1943.75,1701.0,577.125,2235.625,2050.25,1697.0,30.5,51.2
3.3,1604.0,1164.625,1670.75,2036.125,1945.25,1707.75,577.75,2238.375,2057.875,1703.875,30.5,51.23
3.4,1604.375,1171.0,1670.875,2037.875,1947.25,1715.625,578.625,2242.125,2067.875,1712.625,30.51,51.2
3.5,1605.0,1178.75,1671.125,2039.875,1949.625,1724.125,579.5,2246.75,2080.125,1722.875,30.51,51.22
3.6,1605.625,1188.0,1671.375,2042.25,1952.875,1733.125,580.5,2252.25,2095.0,1734.75,30.53,51.18
3.7,1606.5,1198.625,1671.5,2045.0,1956.625,1742.875,581.75,2258.75,2112.375,1747.75,30.53,51.17
3.8,1607.75,1210.5,1671.875,2048.125,1960.875,1752.625,582.875,2265.875,2131.625,1761.625,30.51,51.13
3.9,1609.0,1224.375,1672.125,2051.625,1965.75,1762.625,584.25,2274.125,2152.75,1776.5,30.53,51.14
4.0,1610.75,1239.75,1672.5,2055.375,1971.25,1772.625,585.5,2283.0,2175.5,1791.75,30.53,51.07
4.1,1612.625,1256.75,1672.875,2059.5,1977.125,1782.625,587.0,2292.75,2199.25,1807.125,30.5,51.09
4.2,1614.75,1275.625,1673.375,2064.125,1983.5,1792.25,588.625,2303.25,2223.75,1822.875,30.5,51.01
4.3,1617.125,1295.375,1673.75,2068.75,1990.125,1801.625,590.375,2314.25,2248.75,1838.5,30.48,50.98
4.4,1619.875,1316.625,1674.25,2073.875,1997.125,1811.0,591.875,2325.875,2274.375,1854.375,30.51,51.05
4.5,1622.875,1339.25,1674.75,2079.375,2004.375,1819.875,593.75,2338.25,2300.125,1870.0,30.51,50.95
4.6,1625.875,1362.75,1675.25,2085.0,2012.0,1828.25,595.375,2351.0,2325.75,1885.25,30.51,50.94
4.7,1629.375,1387.125,1675.75,2091.0,2019.75,1836.5,597.25,2364.25,2351.5,1900.25,30.51,50.94
4.8,1633.125,1412.625,1676.25,2097.25,2027.5,1844.125,599.125,2377.875,2376.875,1915.125,30.48,50.88
4.9,1637.0,1438.25,1676.75,2103.75,2035.5,1851.375,601.0,2391.875,2401.625,1929.625,30.48,50.86
5.0,1641.125,1464.5,1677.25,2110.25,2043.5,1858.25,602.875,2406.375,2426.375,1943.75,30.48,50.8
5.1,1645.5,1491.0,1677.875,2117.125,2051.5,1864.625,604.75,2421.125,2450.25,1957.75,30.54,50.79
5.2,1650.0,1517.625,1678.25,2124.25,2059.375,1870.5,606.5,2436.0,2473.25,1971.125,30.5,50.71
5.3,1654.875,1544.25,1678.875,2131.25,2067.375,1876.0,608.625,2451.125,2496.125,1984.25,30.53,50.7
5.4,1659.875,1570.875,1679.375,2138.5,2075.125,1881.125,610.5,2466.25,2518.125,1997.0,30.5,50.67
5.5,1664.875,1597.25,1680.0,2145.875,2082.75,1885.75,612.375,2481.125,2539.125,2009.25,30.51,50.6
5.6,1670.25,1623.375,1680.375,2153.25,2090.25,1890.125,614.25,2496.25,2559.75,2021.0,30.5,50.58
5.7,1675.75,1649.5,1681.0,2160.625,2097.5,1894.125,616.0,2511.25,2579.5,2032.625,30.5,50.6
5.8,1681.25,1675.25,1681.5,2168.125,2104.5,1897.5,618.0,2526.125,2598.375,2043.625,30.48,50.54
5.9,1687.0,1700.75,1682.0,2175.5,2111.25,1900.625,619.875,2540.875,2617.0,2054.125,30.5,50.51
6.0,1692.875,1725.875,1682.625,2183.0,2117.75,1903.5,621.75,2555.5,2634.75,2064.5,30.51,50.48
6.1,1698.625,1750.5,1683.25,2190.375,2124.125,1905.875,623.5,2569.75,2651.625,2074.375,30.5,50.42
6.2,1704.5,1775.0,1683.625,2197.625,2130.125,1908.0,625.125,2584.0,2668.25,2084.0,30.51,50.43
