time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1686.25,1055.75,1785.375,2127.625,2015.0,1753.5,617.375,2299.75,2021.125,1755.625,32.15,56.23
0.1,1686.25,1055.625,1785.375,2127.625,2015.0,1753.5,617.375,2299.75,2021.0,1755.625,32.18,56.24
0.2,1686.125,1055.75,1785.25,2127.625,2015.0,1753.375,617.375,2299.75,2020.875,1755.5,32.17,56.21
0.3,1686.125,1055.625,1785.25,2127.5,2015.0,1753.5,617.375,2299.625,2021.0,1755.5,32.18,56.24
0.4,1686.125,1055.625,1785.375,2127.5,2015.0,1753.5,617.125,2299.5,2020.875,1755.5,32.15,56.26
0.5,1686.125,1055.625,1785.25,2127.5,2015.0,1753.375,617.25,2299.5,2020.75,1755.375,32.18,56.28
0.6,1686.0,1055.5,1785.25,2127.5,2015.0,1753.375,617.125,2299.375,2020.875,1755.375,32.17,56.22
0.7,1686.0,1055.5,1785.25,2127.375,2014.875,1753.375,617.125,2299.25,2020.625,1755.25,32.15,56.22
0.8,1685.875,1055.625,1785.25,2127.5,2015.0,1753.375,617.125,2299.25,2020.625,1755.25,32.17,56.25
0.9,1685.875,1055.5,1785.25,2127.375,2015.0,1753.375,617.125,2299.125,2020.625,1755.25,32.17,56.22
1.0,1686.0,1055.375,1785.25,2127.375,2015.0,1753.5,617.0,2299.0,2020.5,1755.25,32.15,56.23
1.1,1685.875,1055.5,1785.25,2127.375,2015.0,1753.375,616.875,2299.0,2020.5,1755.125,32.17,56.2
1.2,1685.875,1055.5,1785.25,2127.375,2014.875,1753.375,617.0,2299.0,2020.5,1755.125,32.18,56.18
1.3,1685.875,1055.375,1785.25,2127.25,2015.0,1753.375,616.875,2298.875,2020.375,1755.125,32.17,56.19
1.4,1685.75,1055.375,1785.25,2127.25,2015.0,1753.375,616.875,2298.75,2020.375,1755.0,32.18,56.22
1.5,1685.75,1055.375,1785.125,2127.25,2015.0,1753.375,616.875,2298.75,2020.375,1755.0,32.17,56.22
1.6,1685.75,1055.25,1785.25,2127.125,2014.875,1753.375,616.875,2298.625,2020.25,1754.875,32.21,56.22
1.7,1685.625,1055.25,1785.25,2127.25,2014.875,1753.375,616.75,2298.5,2020.25,1754.875,32.17,56.22
1.8,1685.625,1055.25,1785.125,2127.25,2014.875,1753.375,616.875,2298.5,2020.25,1754.875,32.18,56.22
1.9,1685.625,1055.125,1785.25,2127.125,2014.875,1753.375,616.75,2298.375,2020.125,1754.875,32.2,56.22
2.0,1685.625,1055.25,1785.25,2127.125,2014.875,1753.375,616.875,2298.375,2020.125,1754.875,32.2,56.24
2.1,1685.5,1055.125,1785.125,2127.125,2014.875,1753.375,616.625,2298.25,2020.125,1754.75,32.18,56.22
2.2,1685.5,1055.125,1785.125,2127.0,2014.875,1753.375,616.75,2298.125,2020.125,1754.75,32.18,56.2
2.3,1685.375,1055.125,1785.125,2127.0,2014.875,1753.375,616.75,2298.0,2019.875,1754.75,32.18,56.22
2.4,1685.375,1055.0,1785.0,2127.0,2014.875,1753.5,616.625,2298.0,2020.0,1754.75,32.18,56.25
2.5,1685.375,1054.875,1785.0,2126.875,2014.875,1753.875,616.5,2297.875,2020.0,1754.625,32.21,56.19
2.6,1685.375,1055.0,1785.0,2126.875,2014.875,1754.625,616.5,2297.875,2020.25,1754.75,32.2,56.21
2.7,1685.25,1055.5,1784.875,2127.0,2015.0,1755.875,616.5,2297.875,2021.0,1755.0,32.2,56.23
2.8,1685.25,1056.25,1784.875,2127.125,2015.0,1757.75,616.5,2298.0,2022.375,1755.5,32.21,56.19
2.9,1685.125,1058.125,1785.0,2127.5,2015.25,1760.125,616.625,2298.375,2024.5,1756.75,32.2,56.19
3.0,1685.125,1061.0,1784.875,2128.0,2015.625,1763.25,616.75,2299.125,2027.75,1758.75,32.17,56.2
3.1,1685.25,1064.75,1784.875,2128.5,2016.125,1767.25,616.875,2300.125,2032.25,1761.875,32.18,56.19
3.2,1685.375,1069.75,1785.0,2129.125,2017.0,1771.875,617.25,2301.75,2038.25,1766.25,32.2,56.17
3.3,1685.5,1076.25,1784.875,2130.125,2018.25,1777.25,617.625,2303.875,2046.0,1771.75,32.21,56.18
3.4,1685.75,1083.75,1785.0,2131.0,2019.875,1783.25,618.125,2306.375,2056.0,1778.625,32.18,56.12
3.5,1686.25,1092.625,1785.125,2132.125,2021.75,1789.75,618.5,2309.5,2067.875,1786.625,32.2,56.12
