time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1428.25,1045.875,1983.875,1793.875,1945.875,1753.25,560.75,1883.125,1945.125,1560.375,37.87,41.5
0.1,1428.125,1046.0,1983.875,1793.875,1946.0,1753.25,560.75,1882.875,1945.0,1560.375,37.87,41.54
0.2,1428.125,1045.875,1983.875,1793.75,1945.875,1753.375,560.625,1882.75,1945.0,1560.375,37.87,41.5
0.3,1428.0,1045.75,1984.0,1793.625,1945.875,1753.25,560.875,1882.625,1944.875,1560.375,37.87,41.47
0.4,1428.0,1045.875,1983.875,1793.625,1945.875,1753.25,560.5,1882.5,1944.875,1560.375,37.9,41.5
0.5,1428.0,1045.75,1983.875,1793.5,1945.875,1753.375,560.375,1882.25,1944.875,1560.375,37.87,41.53
0.6,1427.875,1045.75,1984.0,1793.5,1945.875,1753.25,560.5,1882.125,1944.75,1560.375,37.9,41.53
0.7,1427.75,1045.625,1983.875,1793.5,1945.875,1753.375,560.625,1882.0,1944.75,1560.375,37.89,41.5
0.8,1427.75,1045.625,1984.0,1793.375,1945.875,1753.375,560.375,1881.875,1944.75,1560.25,37.9,41.5
0.9,1427.75,1045.625,1983.875,1793.375,1945.875,1753.375,560.625,1881.75,1944.625,1560.25,37.89,41.5
1.0,1427.625,1045.625,1983.875,1793.25,1945.875,1753.375,560.375,1881.625,1944.625,1560.25,37.89,41.48
1.1,1427.625,1045.5,1983.875,1793.25,1945.875,1753.375,560.25,1881.5,1944.5,1560.25,37.9,41.51
1.2,1427.5,1045.625,1983.75,1793.25,1945.875,1753.25,560.375,1881.25,1944.5,1560.25,37.87,41.5
1.3,1427.5,1045.5,1983.875,1793.125,1945.75,1753.375,560.125,1881.25,1944.5,1560.25,37.9,41.48
1.4,1427.5,1045.5,1983.875,1793.125,1945.75,1753.375,560.0,1881.125,1944.375,1560.25,37.87,41.45
1.5,1427.375,1045.5,1983.75,1793.125,1945.875,1753.25,560.125,1880.875,1944.375,1560.125,37.9,41.48
1.6,1427.375,1045.375,1983.875,1792.875,1945.875,1753.375,559.875,1880.75,1944.375,1560.125,37.89,41.5
1.7,1427.375,1045.5,1983.75,1793.0,1945.75,1753.25,559.875,1880.625,1944.25,1560.125,37.89,41.5
1.8,1427.25,1045.375,1983.75,1792.875,1945.875,1753.25,559.875,1880.5,1944.25,1560.125,37.89,41.5
1.9,1427.25,1045.375,1983.875,1792.875,1945.75,1753.375,559.75,1880.375,1944.125,1560.0,37.87,41.51
2.0,1427.25,1045.375,1983.75,1792.75,1945.75,1753.25,559.75,1880.25,1944.125,1560.125,37.9,41.51
