time(s),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Temp,Humid
0.0,1541.5,1299.0,1483.625,2004.0,1817.25,1662.375,539.125,2359.875,2100.875,1683.5,33.4,34.27
0.1,1541.5,1299.0,1483.5,2003.875,1817.25,1662.5,539.0,2359.875,2100.875,1683.5,33.39,34.26
0.2,1541.5,1298.875,1483.5,2003.875,1817.25,1662.625,538.875,2359.625,2100.875,1683.5,33.39,34.24
0.3,1541.375,1299.0,1483.375,2003.875,1817.375,1662.625,539.0,2359.625,2100.75,1683.5,33.4,34.29
0.4,1541.25,1298.875,1483.375,2003.75,1817.375,1662.75,538.75,2359.5,2100.75,1683.5,33.39,34.32
0.5,1541.25,1298.875,1483.375,2003.625,1817.375,1662.875,538.625,2359.5,2100.875,1683.5,33.4,34.29
0.6,1541.25,1298.875,1483.25,2003.75,1817.375,1662.875,538.75,2359.375,2100.75,1683.625,33.4,34.3
0.7,1541.125,1298.875,1483.25,2003.625,1817.5,1663.0,538.625,2359.375,2100.75,1683.625,33.4,34.3
0.8,1541.125,1298.875,1483.25,2003.625,1817.5,1663.25,538.625,2359.25,2100.75,1683.75,33.4,34.35
0.9,1541.0,1298.875,1483.25,2003.5,1817.625,1663.25,538.5,2359.25,2100.75,1683.75,33.41,34.29
1.0,1541.0,1298.875,1483.125,2003.625,1817.625,1663.375,538.375,2359.125,2100.75,1683.75,33.39,34.35
1.1,1541.0,1298.75,1483.125,2003.5,1817.625,1663.5,538.5,2359.125,2100.75,1683.875,33.4,34.33
1.2,1541.0,1299.0,1483.125,2003.5,1817.75,1663.5,538.375,2359.125,2100.75,1683.875,33.41,34.35
1.3,1540.875,1299.0,1483.125,2003.5,1817.75,1663.625,538.375,2359.125,2100.875,1683.875,33.4,34.29
1.4,1540.875,1298.875,1483.125,2003.5,1817.75,1663.75,538.375,2359.0,2100.875,1684.0,33.4,34.38
1.5,1540.875,1299.125,1483.0,2003.5,1817.875,1663.75,538.375,2359.0,2100.75,1684.0,33.41,34.35
1.6,1540.75,1299.0,1483.0,2003.375,1818.0,1663.875,538.125,2359.0,2100.875,1684.125,33.41,34.31
1.7,1540.75,1299.0,1483.0,2003.375,1818.0,1664.125,538.125,2358.875,2100.875,1684.125,33.39,34.33
1.8,1540.75,1299.25,1483.0,2003.5,1818.0,1664.125,538.125,2358.875,2100.75,1684.25,33.4,34.3
1.9,1540.625,1299.125,1482.875,2003.375,1818.125,1664.25,538.0,2358.875,2100.875,1684.25,33.4,34.33
2.0,1540.75,1299.125,1482.875,2003.375,1818.25,1664.375,538.125,2358.875,2100.875,1684.25,33.41,34.36
2.1,1540.625,1299.375,1482.875,2003.375,1818.375,1664.375,538.0,2358.875,2100.875,1684.375,33.4,34.36
2.2,1540.625,1299.375,1482.75,2003.375,1818.375,1664.5,538.0,2358.75,2100.875,1684.375,33.41,34.32
2.3,1540.625,1299.25,1482.75,2003.25,1818.375,1664.625,538.0,2358.75,2100.875,1684.5,33.43,34.29
2.4,1540.5,1299.375,1482.625,2003.25,1818.5,1664.875,538.0,2358.75,2100.75,1684.625,33.4,34.36
2.5,1540.5,1299.5,1482.625,2003.25,1818.5,1665.625,538.0,2358.625,2101.0,1684.625,33.41,34.36
2.6,1540.5,1299.625,1482.625,2003.375,1818.625,1667.25,537.875,2358.75,2101.75,1684.75,33.43,34.32
2.7,1540.5,1300.375,1482.5,2003.875,1818.75,1670.375,537.75,2358.875,2103.625,1685.25,33.41,34.4
2.8,1540.375,1302.25,1482.375,2004.625,1819.0,1675.625,537.875,2359.5,2107.125,1686.875,33.4,34.36
2.9,1540.5,1305.5,1482.375,2005.625,1819.5,1683.625,538.125,2361.125,2112.5,1690.5,33.43,34.43
3.0,1540.625,1311.25,1482.375,2007.125,1820.5,1694.5,538.5,2364.25,2120.25,1697.75,33.41,34.4
3.1,1540.75,1319.875,1482.375,2009.375,1822.125,1708.75,539.125,2369.25,2131.0,1710.125,33.4,34.45
3.2,1541.375,1331.375,1482.375,2012.25,1824.75,1725.625,540.125,2376.25,2144.625,1728.875,33.4,34.5
3.3,1542.125,1346.75,1482.5,2016.0,1828.75,1745.25,541.125,2385.875,2162.125,1753.875,33.4,34.56
3.4,1543.125,1365.5,1482.5,2020.625,1834.25,1767.375,542.375,2398.375,2183.625,1783.0,33.41,34.67
3.5,1544.625,1387.875,1482.75,2026.375,1841.125,1790.875,543.75,2413.125,2208.375,1814.25,33.43,34.78
3.6,1546.75,1414.75,1482.875,2033.375,1849.5,1815.25,545.375,2430.75,2236.125,1846.5,33.41,34.92
3.7,1549.25,1445.625,1483.0,2041.5,1859.625,1840.0,547.0,2451.125,2266.25,1878.0,33.43,35.0
3.8,1552.625,1479.75,1483.25,2050.75,1871.0,1864.5,548.625,2473.5,2297.75,1908.125,33.43,35.15
3.9,1556.625,1517.625,1483.5,2061.625,1884.125,1888.625,550.375,2498.25,2330.375,1937.75,33.41,35.28
4.0,1561.375,1558.125,1483.75,2073.5,1898.5,1911.625,552.375,2524.5,2363.375,1966.125,33.39,35.5
4.1,1567.125,1601.25,1484.0,2086.625,1914.25,1934.125,554.125,2552.5,2397.125,1994.0,33.46,35.61
4.2,1573.625,1646.125,1484.25,2101.0,1931.0,1955.5,556.0,2581.625,2430.625,2021.125,33.39,35.76
